,Food,Calories,Carbohydrate,Fiber,Protein,Sugar,Salt,Polyunsaturated (good) Fat,Saturated (bad) Fat,Monounsaturated (bad) Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Zinc,Copper,Vitamin A,Vitamin B6,Vitamin B12,Vitamin C,Vitamin D,Vitamin K,Selenium,Thiamin,Niacin,Food Folate,Choline
6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
